ids,linkselect,imSource,linkselect-href,AuthorName,rating,reviews,genre,pages,IND,US,AUS,ZFA,UAE,UK,CAN,FRA,ratRank,revRank,popScore,critScore,isSeries,seriesid,sg1,sg2,sg3,sg4
474,ThePowerBroker:RobertMosesandtheFallofNewYork(Paperback),439.jpg,https://www.goodreads.com/book/show/1111.The_Power_Broker,Robert A. Caro,4.51,4898,History,1344,515,723,250,28,37,227,69,67,9,474,0.162,0.157,,,386,397,83,10
297,ThePowerofOne(ThePowerofOne#1),440.jpg,https://www.goodreads.com/book/show/122.The_Power_of_One,Bryce Courtenay,4.33,45012,Fiction,544,319,353,292,115,173,471,66,324,35,297,0.458,0.502,,,230,398,48,240
359,ThePrimeofMissJeanBrodie(Paperback),441.jpg,https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie,Muriel Spark,3.76,21321,Fiction,150,368,521,439,196,67,221,123,299,443,359,0.354,0.378,,,303,225,166,313
187,ThePrince(Paperback),442.jpg,https://www.goodreads.com/book/show/28862.The_Prince,"Niccol� Machiavelli, Adolph Caso (Editor), Rufus Goodwin (Translator), Benjamin Martinez (Illustrator)",3.74,131969,Classics,140,314,341,378,239,45,178,159,145,457,187,0.71,0.679,,,368,31,195,502
63,ThePrincessBride(Paperback),443.jpg,https://www.goodreads.com/book/show/21787.The_Princess_Bride,William Goldman,4.24,499459,Fantasy,398,51,649,56,201,48,399,44,249,80,63,0.884,0.884,,,456,197,303,122
173,ThePrincessDiaries(ThePrincessDiaries#1),444.jpg,https://www.goodreads.com/book/show/38980.The_Princess_Diaries,Meg Cabot (Goodreads Author),3.73,150721,YoungAdult,283,337,538,11,96,66,392,130,266,466,173,0.728,0.698,,,333,380,279,63
463,TheProtestantEthicandtheSpiritofCapitalism(Paperback),445.jpg,https://www.goodreads.com/book/show/74176.The_Protestant_Ethic_and_the_Spirit_of_Capitalism,"Max Weber, Michael D. Coe, Talcott Parsons (Translator), R.H. Tawney (Foreword )",3.87,5644,Sociology,320,203,627,439,231,150,482,187,57,357,463,0.172,0.173,,,470,438,287,371
464,TheRachelPapers(Paperback),446.jpg,https://www.goodreads.com/book/show/18828.The_Rachel_Papers,Martin Amis,3.58,5617,Fiction,240,58,748,152,67,63,126,195,330,524,464,0.17,0.173,,,93,80,552,460
488,TheRaggedTrouseredPhilanthropists(Paperback),447.jpg,https://www.goodreads.com/book/show/921359.The_Ragged_Trousered_Philanthropists,Robert Tressell,3.92,3618,Fiction,608,466,270,356,57,131,135,25,244,321,488,0.14,0.127,,,396,535,533,319
411,TheRainbow(BrangwenFamily#1),448.jpg,https://www.goodreads.com/book/show/31491.The_Rainbow,"D.H. Lawrence, Daphne Merkin (Introduction)",3.65,11967,Classics,544,572,530,525,92,157,469,42,158,503,411,0.263,0.278,,,308,362,247,493
264,TheRedBadgeofCourage(Paperback),449.jpg,https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage,Stephen Crane,3.17,60325,Classics,170,404,378,392,30,78,361,162,272,554,264,0.55,0.558,,,283,15,276,360
493,TheRedBook(Hardcover),450.jpg,https://www.goodreads.com/book/show/12874448-the-red-book,Deborah Copaken Kogan,3.24,3377,Fiction,368,465,604,465,99,22,422,65,347,553,493,0.133,0.117,,,30,377,249,146
224,TheRemainsoftheDay(Paperback),451.jpg,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,Kazuo Ishiguro,4.09,88010,Fiction,258,557,406,202,91,75,422,129,168,179,224,0.648,0.621,,,368,435,306,393
92,TheReturnoftheKing(TheLordoftheRings#3),452.jpg,https://www.goodreads.com/book/show/18512.The_Return_of_the_King,J.R.R. Tolkien,4.49,386519,Fantasy,490,519,593,588,68,91,248,81,143,11,92,0.838,0.833,1,5,317,547,516,547
338,TheRightStuff(Paperback),453.jpg,https://www.goodreads.com/book/show/586472.The_Right_Stuff,Tom Wolfe,4.21,26381,NonFiction,352,509,588,15,128,148,120,157,191,96,338,0.389,0.414,,,371,352,58,132
526,TheRigVeda(Paperback),454.jpg,https://www.goodreads.com/book/show/463877.The_Rig_Veda,"Anonymous, Veda Vyasa (Compiler), Wendy Doniger (Goodreads Author) (translator)",3.93,617,Religion,352,356,316,327,54,110,455,38,98,312,526,0.053,0.061,,,80,450,228,69
520,TheRiseandFallofAthens:NineGreekLives(Paperback),455.jpg,https://www.goodreads.com/book/show/279460.The_Rise_and_Fall_of_Athens,"Plutarch, Ian Scott-Kilvert (Translator)",4,963,History,320,168,372,144,67,108,172,78,201,246,520,0.066,0.076,,,331,406,58,317
291,TheRoadLessTraveled:ANewPsychologyofLoveTraditionalValuesandSpiritualGrowth(Paperback),456.jpg,https://www.goodreads.com/book/show/347852.The_Road_Less_Traveled,M. Scott Peck,4,47982,Psychology,316,57,602,474,199,40,203,219,72,245,291,0.472,0.51,,,133,318,347,184
302,TheSandmanVol.4:SeasonofMists(TheSandman#4),457.jpg,https://www.goodreads.com/book/show/25101.The_Sandman_Vol_4,Neil Gaiman,4.54,38974,SequentialArt,224,86,325,248,27,67,137,34,162,6,302,0.448,0.493,,,170,134,132,389
545,TheScarletLetter(OtherFormat),458.jpg,https://www.goodreads.com/book/show/9198077-the-scarlet-letter,Nathaniel Hawthorne,3.59,135,Classics,0,79,621,528,116,136,385,70,185,521,545,0.021,0.022,,,60,294,98,232
81,TheScarletLetter(Paperback),459.jpg,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,"Nathaniel Hawthorne, Thomas E. Connolly (Annotations), Nina Baym (Introduction)",3.33,418682,Classics,228,46,615,441,152,138,498,145,179,549,81,0.857,0.853,,,348,18,435,474
530,TheScienceDelusion:FreeingTheSpiritOfEnquiry(Hardcover),460.jpg,https://www.goodreads.com/book/show/13180597-the-science-delusion,Rupert Sheldrake,4.09,492,NonFiction,392,597,146,509,15,12,143,198,218,178,530,0.049,0.053,,,262,536,203,435
522,TheScienceofGod:TheConvergenceofScientificandBiblicalWisdom(Paperback),461.jpg,https://www.goodreads.com/book/show/34011.The_Science_of_God,Gerald Schroeder,3.8,729,Science,240,189,549,289,193,171,114,184,57,408,522,0.064,0.07,,,35,103,82,274
157,TheScrewtapeLetters(Hardcover),462.jpg,https://www.goodreads.com/book/show/17383917-the-screwtape-letters,C.S. Lewis,4.19,169386,Fiction,272,285,541,347,218,97,456,166,336,109,157,0.746,0.727,,,281,14,184,204
514,TheSea-Hawk(Paperback),463.jpg,https://www.goodreads.com/book/show/236888.The_Sea_Hawk,Rafael Sabatini,4.01,1659,History,400,261,293,435,237,122,464,128,140,235,514,0.075,0.085,,,46,471,281,58
428,TheSecretAgent(Paperback),464.jpg,https://www.goodreads.com/book/show/86658.The_Secret_Agent,Joseph Conrad,3.57,9937,Classics,304,126,711,496,216,37,281,107,255,530,428,0.225,0.235,,,432,207,462,87
62,TheSecretGarden(Hardcover),465.jpg,https://www.goodreads.com/book/show/2998.The_Secret_Garden,Frances Hodgson Burnett,4.1,506303,Classics,331,478,493,131,45,159,365,191,274,165,62,0.884,0.886,,,344,353,184,280
206,TheSecretHistory(Paperback),466.jpg,https://www.goodreads.com/book/show/29044.The_Secret_History,Donna Tartt,4.05,114182,Fiction,559,583,422,372,153,28,168,105,255,202,206,0.678,0.658,,,544,346,500,149
110,TheShack(Paperback),467.jpg,https://www.goodreads.com/book/show/1812457.The_Shack,Wm. Paul Young,3.68,319325,Fiction,252,125,497,42,225,12,306,194,351,491,110,0.814,0.805,,,309,334,407,250
139,TheShadowoftheWind(TheCemeteryofForgottenBooks#1),468.jpg,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,"Carlos Ruiz Zaf�n, Lucia Graves (Translator)",4.21,229845,Fiction,487,31,765,307,137,145,275,185,308,95,139,0.772,0.764,,,325,541,12,56
266,TheShellSeekers(Hardcover),469.jpg,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,Rosamunde Pilcher,4.09,59907,Fiction,544,592,436,407,124,173,120,73,287,177,266,0.542,0.551,,,46,251,318,490
57,TheShining(TheShining#1),470.jpg,https://www.goodreads.com/book/show/11588.The_Shining,Stephen King (Goodreads Author),4.1,603883,Horror,512,115,574,557,72,123,436,139,46,164,57,0.894,0.892,,,369,506,306,360
227,TheShippingNews(Paperback),471.jpg,https://www.goodreads.com/book/show/7354.The_Shipping_News,Annie Proulx,3.79,85637,Fiction,352,227,595,203,95,55,230,178,152,422,227,0.638,0.618,,,361,357,153,353
182,TheSilverChair(ChroniclesofNarnia#4),472.jpg,https://www.goodreads.com/book/show/65641.The_Silver_Chair,"C.S. Lewis, Pauline Baynes (Illustrator)",3.92,138259,Fantasy,243,59,477,155,171,90,364,43,354,320,182,0.714,0.687,,,414,180,105,333
363,TheSocialContract(Paperback),473.jpg,https://www.goodreads.com/book/show/12651.The_Social_Contract,"Jean-Jacques Rousseau, Maurice Cranston (Translator)",3.73,20709,Philosophy,168,141,587,129,185,169,468,52,64,465,363,0.342,0.37,,,72,81,347,53
312,TheSorrowsofYoungWerther(Paperback),474.jpg,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,"Johann Wolfgang von Goethe, Burton Pike (Translator)",3.6,37333,Academic,149,317,503,173,51,153,288,106,156,518,312,0.43,0.467,,,498,320,66,24
382,TheSoulsofBlackFolk(Paperback),475.jpg,https://www.goodreads.com/book/show/318742.The_Souls_of_Black_Folk,"W.E.B. Du Bois, Donald B. Gibson (Introduction), Monica M. Elbert (Notes), Monica E. Elbert (Annotations)",4.18,15615,NonFiction,288,495,662,179,17,67,432,118,261,119,382,0.308,0.334,,,312,507,359,326
212,TheSoundandtheFury(Paperback),476.jpg,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,William Faulkner,3.85,106197,Classics,351,568,388,282,100,112,324,117,360,377,212,0.669,0.641,,,378,136,484,409
99,TheStand(Hardcover),477.jpg,https://www.goodreads.com/book/show/149267.The_Stand,"Stephen King (Goodreads Author), Bernie Wrightson (Illustrator)",4.32,348005,Horror,1153,21,101,371,151,143,398,119,93,41,99,0.831,0.815,,,257,391,92,53
352,TheStoryofMyExperimentsWithTruth(Paperback),478.jpg,https://www.goodreads.com/book/show/112803.The_Story_of_My_Experiments_With_Truth,Mahatma Gandhi,4.07,22786,Biography,560,479,380,572,121,72,102,185,53,191,352,0.365,0.387,,,537,25,150,28
413,TheStoryofTracyBeaker(Paperback),479.jpg,https://www.goodreads.com/book/show/462684.The_Story_of_Tracy_Beaker,"Jacqueline Wilson, Nick Sharratt (Illustrator)",3.65,11751,Childrens,160,182,693,466,177,59,351,149,34,502,413,0.258,0.276,,,188,379,399,495
158,TheStrangeCaseofDr.JekyllandMr.Hyde(Paperback),480.jpg,https://www.goodreads.com/book/show/51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Dan Chaon (Goodreads Author) (Afterword)",3.76,167223,Classics,144,582,478,46,91,84,450,112,117,442,158,0.745,0.725,,,381,415,92,185
102,TheStranger(Paperback),481.jpg,https://www.goodreads.com/book/show/49552.The_Stranger,"Albert Camus, Matthew    Ward (Translator)",3.93,339493,Philosophy,123,421,460,157,133,115,207,50,357,311,102,0.824,0.813,,,121,395,138,77
146,TheSubtleKnife(HisDarkMaterials#2),482.jpg,https://www.goodreads.com/book/show/119324.The_Subtle_Knife,Philip Pullman,4.08,206070,YoungAdult,326,264,122,161,236,27,372,157,268,183,146,0.763,0.746,,,99,201,119,104
136,TheSunAlsoRises(Paperback),483.jpg,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,Ernest Hemingway,3.82,232865,Classics,251,140,701,3,102,179,471,184,74,399,136,0.775,0.764,,,339,445,38,426
347,TheTeachingsofDonJuan:AYaquiWayofKnowledge(Paperback),484.jpg,https://www.goodreads.com/book/show/78250.The_Teachings_of_Don_Juan,Carlos Castaneda,3.92,23409,Philosophy,288,92,190,136,228,47,179,183,98,319,347,0.371,0.396,,,288,153,11,238
510,TheTheoryofMoralSentiments(Paperback),485.jpg,https://www.goodreads.com/book/show/25700.The_Theory_of_Moral_Sentiments,Adam Smith,4.05,1896,Philosophy,368,323,727,77,123,86,116,137,216,201,510,0.085,0.092,,,116,180,123,363
199,TheThingsTheyCarried(Paperback),486.jpg,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,Tim O'Brien,4.11,124192,Fiction,246,267,739,4,223,75,251,129,242,153,199,0.688,0.664,,,217,8,544,541
156,TheThreeMusketeers(Paperback),487.jpg,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,Alexandre Dumas,4.04,171759,History,786,225,245,75,205,142,292,86,228,208,156,0.747,0.727,,,493,148,23,264
469,TheTibetanBookoftheDead:TheFirstCompleteTranslation(Paperback),488.jpg,https://www.goodreads.com/book/show/208123.The_Tibetan_Book_of_the_Dead,"Padmasambhava, Karma-glin-pa, Gyurme Dorje (Translator), Graham Coleman (Goodreads Author) (Editor), Thupten Jinpa (Editor), Dalai Lama XIV (Contributor), Namka Chokyi Gyatso (Contributor)",4.17,5233,Religion,592,419,581,96,91,71,150,139,211,127,469,0.163,0.165,,,433,336,529,404
445,TheTigerWhoCametoTea(UnknownBinding),489.jpg,https://www.goodreads.com/book/show/1099097.The_Tiger_Who_Came_to_Tea,Judith Kerr,4.21,7654,Childrens,32,443,591,89,15,89,369,25,318,94,445,0.204,0.201,,,507,130,449,383
31,TheTimeTraveler'sWife(ebook),490.jpg,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Audrey Niffenegger (Goodreads Author),3.92,1020018,Fiction,500,104,261,377,140,97,274,185,69,318,31,0.94,0.947,,,184,37,548,352
350,TheTinDrum(TheDanzigTrilogy#1),491.jpg,https://www.goodreads.com/book/show/35743.The_Tin_Drum,G�nter Grass,3.95,23125,Fiction,567,145,717,204,100,73,367,137,163,295,350,0.366,0.391,,,174,514,340,516
211,TheTrial(Paperback),492.jpg,https://www.goodreads.com/book/show/17690.The_Trial,"Franz Kafka, Edwin Muir (Translator), Willa Muir (Translator), Max Brod (Afterword)",3.98,108020,Classics,216,155,743,73,150,171,162,26,284,261,211,0.671,0.642,,,506,58,250,193
239,TheTwilightSaga(Twilight#1-4),493.jpg,https://www.goodreads.com/book/show/3090465-the-twilight-saga,"Stephenie Meyer, Ilyana Kadushin (Narrator), Matt Walters (Goodreads Author) (Narrator)",3.88,80323,Fantasy,0,561,721,340,46,27,199,147,144,349,239,0.613,0.604,,,2,533,497,222
250,TheTwits(Paperback),494.jpg,https://www.goodreads.com/book/show/31456.The_Twits,"Roald Dahl, Quentin Blake (Illustrator)",3.91,67481,Childrens,96,185,132,41,146,147,374,199,110,331,250,0.6,0.577,,,155,278,525,478
90,TheTwoTowers(TheLordoftheRings#2),495.jpg,https://www.goodreads.com/book/show/15241.The_Two_Towers,J.R.R. Tolkien,4.39,393670,Fantasy,322,200,489,295,71,135,105,40,308,27,90,0.841,0.835,1,5,104,296,548,417
150,TheUnbearableLightnessofBeing(Paperback),496.jpg,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,"Milan Kundera, Michael Henry Heim (translator)",4.06,182773,Classics,314,200,640,426,229,84,380,105,77,198,150,0.758,0.739,,,441,476,246,524
537,TheUniverseWithin:FromQuantumtoCosmos(Paperback),497.jpg,https://www.goodreads.com/book/show/13584763-the-universe-within,Neil Turok,3.9,347,NonFiction,256,180,638,240,68,106,148,175,266,339,537,0.031,0.036,,,546,96,177,306
459,TheVarietiesofReligiousExperience(Paperback),498.jpg,https://www.goodreads.com/book/show/28820.The_Varieties_of_Religious_Experience,William James,4.09,6074,Philosophy,519,354,119,582,237,29,494,100,110,176,459,0.18,0.183,,,191,134,331,226
141,TheVeryHungryCaterpillar(BoardBook),499.jpg,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,Eric Carle,4.27,222038,Childrens,26,303,608,251,236,26,419,115,119,63,141,0.767,0.758,,,284,361,378,281
128,TheVoyageoftheDawnTreader(ChroniclesofNarnia#3),500.jpg,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,"C.S. Lewis, Pauline Baynes (Illustrator)",4.07,259573,Fantasy,256,349,773,509,36,39,414,198,168,190,128,0.785,0.775,,,262,353,94,185
481,TheWapshotChronicle(Paperback),501.jpg,https://www.goodreads.com/book/show/11890.The_Wapshot_Chronicle,"John Cheever, Rick Moody (Foreword )",3.75,4359,Fiction,352,265,278,212,109,55,173,170,148,451,481,0.153,0.147,,,551,20,518,484
195,TheWaroftheWorlds(Paperback),502.jpg,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,"H.G. Wells, Arthur C. Clarke (Introduction)",3.76,126562,Classics,192,481,493,286,14,153,300,204,325,441,195,0.701,0.669,,,381,249,502,544
304,TheWaspFactory(Paperback),503.jpg,https://www.goodreads.com/book/show/567678.The_Wasp_Factory,Iain Banks,3.87,38534,Fiction,184,250,214,14,12,98,374,217,212,356,304,0.445,0.493,,,523,92,284,164
475,TheWayofAllFlesh(Paperback),504.jpg,https://www.goodreads.com/book/show/126512.The_Way_of_All_Flesh,Samuel Butler,3.6,4868,Classics,320,499,676,583,32,50,270,91,74,517,475,0.161,0.156,,,58,401,337,485
386,TheWealthofNations(Paperback),505.jpg,https://www.goodreads.com/book/show/25698.The_Wealth_of_Nations,Adam Smith,3.83,15252,Economics,1264,198,775,286,84,82,189,75,269,392,386,0.304,0.332,,,181,331,77,547
215,TheWindintheWillows(Paperback),506.jpg,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,"Kenneth Grahame, Gillian Avery (Introduction)",3.95,104212,Classics,256,355,468,472,94,28,224,195,47,294,215,0.668,0.634,,,354,6,441,276
316,TheWindsofWar(TheHenryFamily#1),507.jpg,https://www.goodreads.com/book/show/21484.The_Winds_of_War,Herman Wouk,4.34,34159,History,896,38,293,54,14,125,439,84,91,32,316,0.421,0.461,,,418,30,360,281
421,TheWingsoftheDove(Paperback),508.jpg,https://www.goodreads.com/book/show/124272.The_Wings_of_the_Dove,"Henry James, Amy Bloom (Introduction), Pierre A. Walker (Notes)",3.79,10705,Classics,741,379,213,328,211,153,231,177,320,421,421,0.246,0.255,,,389,420,549,212
244,TheWomaninWhite(Paperback),509.jpg,https://www.goodreads.com/book/show/5890.The_Woman_in_White,"Wilkie Collins, Matthew Sweet (Annotations)",3.97,75195,Mystery,672,530,147,7,97,106,204,161,230,271,244,0.609,0.597,,,16,517,141,535
177,TheWorldAccordingtoGarp(Hardcover),510.jpg,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,John Irving (Goodreads Author),4.05,148032,Fiction,609,378,503,575,120,124,111,68,339,200,177,0.718,0.691,,,322,206,181,300
256,TheWorldIsFlat:ABriefHistoryoftheTwenty-firstCentury(Hardcover),511.jpg,https://www.goodreads.com/book/show/1911.The_World_Is_Flat,Thomas L. Friedman,3.62,65845,History,616,312,673,69,103,37,410,112,356,512,256,0.582,0.564,,,353,458,459,374
334,TheWorldofWinnie-the-Pooh(Winnie-the-Pooh#1-2),512.jpg,https://www.goodreads.com/book/show/99111.The_World_of_Winnie_the_Pooh,"A.A. Milne, Ernest H. Shepard (Illustrations)",4.41,28274,Childrens,353,396,690,358,223,84,291,58,184,25,334,0.396,0.421,,,313,340,304,305
161,ThingsFallApart(TheAfricanTrilogy#1),513.jpg,https://www.goodreads.com/book/show/37781.Things_Fall_Apart,Chinua Achebe,3.56,162881,Classics,209,49,585,463,197,133,454,148,252,531,161,0.741,0.722,,,547,333,22,192
317,TinkerTailorSoldierSpy(Paperback),514.jpg,https://www.goodreads.com/book/show/18989.Tinker_Tailor_Soldier_Spy,John le Carr�,4,33498,Fiction,379,453,591,233,25,57,453,138,253,244,317,0.421,0.46,,,254,164,531,118
438,TitusGroan(Gormenghast#1),515.jpg,https://www.goodreads.com/book/show/39063.Titus_Groan,Mervyn Peake,3.9,8432,Fantasy,396,183,790,334,22,24,184,148,141,338,438,0.21,0.217,,,435,529,414,181
432,TobaccoRoad(Paperback),516.jpg,https://www.goodreads.com/book/show/59091.Tobacco_Road,"Erskine Caldwell, Lewis Nordan (Foreword )",3.73,9217,Fiction,192,122,199,349,223,145,122,195,159,464,432,0.216,0.227,,,46,135,478,211
498,ToHaveortoBe?TheNatureofthePsyche(Paperback),517.jpg,https://www.goodreads.com/book/show/25490.To_Have_or_to_Be_The_Nature_of_the_Psyche,Erich Fromm,4.18,2917,Psychology,182,10,400,253,89,34,438,108,255,118,498,0.124,0.108,,,332,276,381,215
2,ToKillaMockingbird(Paperback),518.jpg,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,Harper Lee,4.23,2289499,Classics,324,229,764,494,32,124,477,101,33,86,2,0.995,0.998,,,516,394,310,76
326,TomorrowWhentheWarBegan(Tomorrow#1),519.jpg,https://www.goodreads.com/book/show/71865.Tomorrow_When_the_War_Began,John Marsden,4.06,30720,YoungAdult,304,446,770,590,181,171,246,81,276,197,326,0.413,0.44,,,310,390,375,500
249,TotheLighthouse(Paperback),520.jpg,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,Virginia Woolf,3.75,69998,Classics,209,119,544,352,85,122,272,118,137,450,249,0.6,0.58,,,357,28,398,369
494,TowardaPsychologyofBeing(Hardcover),521.jpg,https://www.goodreads.com/book/show/332792.Toward_a_Psychology_of_Being,Abraham Maslow,4.14,3117,Philosophy,320,355,312,262,84,128,405,53,187,141,494,0.132,0.116,,,35,372,102,121
303,TropicofCancer(Paperback),522.jpg,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,Henry Miller,3.71,38626,Fiction,318,259,170,237,98,88,476,165,209,478,303,0.446,0.493,,,285,517,470,266
87,TuesdayswithMorrie(Paperback),523.jpg,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Mitch Albom (Goodreads Author),4,398460,NonFiction,224,177,268,267,116,135,141,138,34,243,87,0.85,0.839,,,128,442,92,169
467,Tully(Paperback),524.jpg,https://www.goodreads.com/book/show/83146.Tully,Paullina Simons,3.86,5417,Fiction,614,194,292,299,172,76,365,111,232,369,467,0.164,0.166,,,126,190,94,136
495,U.S.A.#1-3(Hardcover),525.jpg,https://www.goodreads.com/book/show/261441.U_S_A_1_3,"John Dos Passos, Daniel Aaron (Editor), Townsend Ludington (Editor)",4.08,3095,Fiction,1312,72,137,457,23,25,116,80,287,182,495,0.132,0.113,,,149,166,553,120
255,Ulysses(Paperback),526.jpg,https://www.goodreads.com/book/show/338798.Ulysses,James Joyce,3.72,66154,Classics,783,469,473,295,227,32,296,105,196,472,255,0.583,0.565,,,65,270,503,86
275,UnaccustomedEarth(Hardcover),527.jpg,https://www.goodreads.com/book/show/85301.Unaccustomed_Earth,Jhumpa Lahiri,4.1,55068,Fiction,352,384,797,564,50,152,188,82,177,163,275,0.515,0.534,,,200,66,423,320
113,Unbroken:AWorldWarIIStoryofSurvivalResilienceandRedemption(Hardcover),528.jpg,https://www.goodreads.com/book/show/8664353-unbroken,Laura Hillenbrand,4.45,314171,NonFiction,473,292,388,589,183,100,449,125,340,15,113,0.807,0.798,,,534,19,288,332
200,UncleTom'sCabin(Paperback),529.jpg,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,Harriet Beecher Stowe,3.79,119551,Fiction,438,188,535,485,115,61,326,89,251,420,200,0.687,0.662,,,25,148,533,295
335,UndauntedCourage:ThePioneeringFirstMissiontoExploreAmerica'sWildFrontier(Paperback),530.jpg,https://www.goodreads.com/book/show/45546.Undaunted_Courage,Stephen E. Ambrose,4.2,27551,History,592,394,426,274,93,161,316,44,206,102,335,0.394,0.417,,,116,127,449,93
448,UndertheNet(Paperback),531.jpg,https://www.goodreads.com/book/show/11324.Under_the_Net,Iris Murdoch,3.75,7392,Fiction,252,140,316,15,21,147,424,165,30,449,448,0.199,0.194,,,486,544,416,338
414,UpfromSlavery(Paperback),532.jpg,https://www.goodreads.com/book/show/827685.Up_from_Slavery,"Booker T. Washington, Ishmael Reed (Introduction)",4.03,11499,History,256,160,131,403,182,28,332,207,290,225,414,0.256,0.269,,,311,509,406,514
336,ValleyoftheDolls,533.jpg,https://www.goodreads.com/book/show/50833.Valley_of_the_Dolls,Jacqueline Susann,3.65,26775,Fiction,449,378,491,553,101,126,450,98,209,501,336,0.393,0.417,,,23,82,9,544
243,VanityFair(Paperback),534.jpg,https://www.goodreads.com/book/show/5797.Vanity_Fair,"William Makepeace Thackeray, John Carey (Editor)",3.74,76843,Classics,867,434,126,129,24,153,450,207,151,456,243,0.611,0.6,,,380,365,194,73
443,VickyAngel(Paperback),535.jpg,https://www.goodreads.com/book/show/511532.Vicky_Angel,Jacqueline Wilson,3.48,8092,Childrens,256,327,155,83,216,41,371,32,110,542,443,0.206,0.204,,,428,191,115,42
188,WarandPeace(Paperback),536.jpg,https://www.goodreads.com/book/show/656.War_and_Peace,"Leo Tolstoy, Henry Gifford (editor), Aylmer Maude (translator), Louise Maude (translator)",4.09,131910,Fiction,1392,294,408,580,196,11,376,207,309,175,188,0.71,0.676,,,234,433,218,83
115,Watchmen(Paperback),537.jpg,https://www.goodreads.com/book/show/472331.Watchmen,"Alan Moore, Dave Gibbons (Illustrator/Letterer), John Higgins (Colorist)",4.32,309377,SequentialArt,416,498,628,189,223,30,277,58,67,40,115,0.804,0.796,,,517,332,303,200
134,WatershipDown(MassMarketPaperback),538.jpg,https://www.goodreads.com/book/show/76620.Watership_Down,Richard Adams,4.03,237724,Classics,478,294,159,0,53,12,129,177,46,224,134,0.778,0.765,,,180,443,390,314
319,We(Paperback),539.jpg,https://www.goodreads.com/book/show/76171.We,"Yevgeny Zamyatin, ??????? ???????, Clarence Brown (translator)",3.97,33280,Fiction,256,582,479,77,187,57,362,135,96,270,319,0.42,0.456,,,74,298,122,164
340,WeHaveAlwaysLivedintheCastle(Paperback),540.jpg,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,"Shirley Jackson, Jonathan Lethem (Introduction)",4.07,24400,Horror,146,20,514,552,194,163,203,145,350,189,340,0.388,0.406,,,555,320,535,27
521,WhatSheSaw...(Paperback),541.jpg,https://www.goodreads.com/book/show/105778.What_She_Saw_,Lucinda Rosenfeld (Goodreads Author),3.08,840,Fiction,304,368,400,267,164,161,381,21,220,555,521,0.065,0.075,,,448,448,553,416
351,WhatWeTalkAboutWhenWeTalkAboutLove(Paperback),542.jpg,https://www.goodreads.com/book/show/11438.What_We_Talk_About_When_We_Talk_About_Love,Raymond Carver,4.28,22861,ShortStories,176,340,436,341,151,142,336,166,291,58,351,0.366,0.389,,,333,220,47,520
41,WheretheSidewalkEnds:ThePoemsandDrawingsofShelSilverstein(Hardcover),543.jpg,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,Shel Silverstein,4.26,869327,Poetry,176,351,667,250,233,176,199,139,303,68,41,0.926,0.921,,,289,326,542,225
71,WheretheWildThingsAre(Paperback),544.jpg,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Maurice Sendak,4.22,469872,Childrens,37,362,327,252,136,42,128,113,168,89,71,0.873,0.867,,,127,96,467,517
280,WhiteNoise(Paperback),545.jpg,https://www.goodreads.com/book/show/11762.White_Noise,Don DeLillo,3.85,52824,Fiction,320,470,494,77,180,127,128,34,39,376,280,0.498,0.531,,,344,320,517,170
323,WideSargassoSea(Paperback),546.jpg,https://www.goodreads.com/book/show/481558.Wide_Sargasso_Sea,Jean Rhys,3.53,31860,Fiction,171,549,249,110,169,90,181,40,196,537,323,0.417,0.445,,,375,544,357,167
292,WildSwans:ThreeDaughtersofChina(Paperback),547.jpg,https://www.goodreads.com/book/show/1848.Wild_Swans,Jung Chang,4.21,47661,Biography,544,339,551,428,172,65,161,195,279,93,292,0.47,0.509,,,197,64,158,233
